article_name,country,revision_id,population,article_quality
Louis Napoleon van der Goes van Dirxland,Netherlands,791869596,16942373,Stub
Boris Dittrich,Netherlands,791964967,16942373,C
Schelto van Heemstra,Netherlands,791982850,16942373,Start
Raymond de Roon,Netherlands,792042616,16942373,Start
Peter Lankhorst,Netherlands,792054298,16942373,Start
Tim Mudde,Netherlands,792298288,16942373,Start
Brigitte van der Burg,Netherlands,792322451,16942373,Stub
"Donald Mackay, 11th Lord Reay",Netherlands,792505335,16942373,C
Eegje Schoo,Netherlands,792620673,16942373,Start
Arie Pais,Netherlands,792621033,16942373,Stub
Agnes van Ardenne,Netherlands,792860597,16942373,C
Aad Wagenaar,Netherlands,793071652,16942373,Start
Willem van der Kaay,Netherlands,793077256,16942373,Stub
Igram van Achelen,Netherlands,793262065,16942373,Stub
Gerdi Verbeet,Netherlands,793425545,16942373,Start
Frans Weisglas,Netherlands,793426204,16942373,Start
Jeltje van Nieuwenhoven,Netherlands,793426822,16942373,Start
Herman van Roijen,Netherlands,793438522,16942373,Start
Alexander Willem Frederik Idenburg,Netherlands,793580969,16942373,Stub
Marietje Schaake,Netherlands,793911642,16942373,C
Jacques Wallage,Netherlands,794055898,16942373,Start
Thea de Roos-van Rooden,Netherlands,794066906,16942373,Start
Aad Kosto,Netherlands,794076070,16942373,Stub
Liesbeth Spies,Netherlands,794711763,16942373,Start
Edo Fimmen,Netherlands,794729346,16942373,Start
Pieter Bogaers,Netherlands,794761632,16942373,Stub
Ewout Irrgang,Netherlands,794762158,16942373,Stub
Elbert Dijkgraaf,Netherlands,794765430,16942373,Stub
Roy Ho Ten Soeng,Netherlands,794794404,16942373,Start
Apollonius Schotte,Netherlands,794832908,16942373,Stub
Abraham Momber van de Velde,Netherlands,794845442,16942373,Stub
Isabelle Diks,Netherlands,794862483,16942373,Start
Jacob Cats,Netherlands,795023596,16942373,C
Tineke Netelenbos,Netherlands,795032533,16942373,Stub
Tsjalling Hiddes Halbertsma,Netherlands,795523289,16942373,GA
Hans Blokland (politician),Netherlands,795544575,16942373,Start
Ed Anker,Netherlands,795544605,16942373,Start
Filip van As,Netherlands,795544606,16942373,Stub
Mirjam Bikker,Netherlands,795544612,16942373,Start
Peter Blokhuis,Netherlands,795544613,16942373,Stub
Remmelt de Boer,Netherlands,795544621,16942373,Stub
Cees van Bruchem,Netherlands,795544624,16942373,Stub
Ernst Cramer (politician),Netherlands,795544630,16942373,Stub
Leen van Dijke,Netherlands,795544643,16942373,Stub
Carla Dik-Faber,Netherlands,795544647,16942373,Stub
Peter Ester,Netherlands,795544652,16942373,Stub
Tineke Huizinga,Netherlands,795544668,16942373,Start
Simone Kennedy-Doornbos,Netherlands,795544671,16942373,Start
Flora Lagerwerf-Vergunst,Netherlands,795544676,16942373,Stub
Meindert Leerling,Netherlands,795544680,16942373,Stub
Janneke Louisa,Netherlands,795544686,16942373,Stub
Cynthia Ortega,Netherlands,795544698,16942373,Stub
Henk Visser (politician),Netherlands,795544757,16942373,Stub
Jurn de Vries,Netherlands,795544763,16942373,Stub
Tymon de Weger,Netherlands,795544767,16942373,Stub
Arie Slob,Netherlands,795544827,16942373,Start
Jim de Booy,Netherlands,795803359,16942373,Start
Dick de Hoog,Netherlands,795898627,16942373,C
Jopie Nooren,Netherlands,796746520,16942373,Stub
Lizzy van Dorp,Netherlands,797090376,16942373,Start
Esther-Mirjam Sent,Netherlands,797217369,16942373,Stub
Marleen Barth,Netherlands,797220219,16942373,Start
Ad de Boer,Netherlands,797271335,16942373,Stub
Coos Huijsen,Netherlands,797290694,16942373,Start
Helmin Wiels,Netherlands,797831159,16942373,C
Hendrik Goeman Borgesius,Netherlands,797832540,16942373,Stub
Dirk Fock,Netherlands,797832588,16942373,Stub
Maria van der Hoeven,Netherlands,798039602,16942373,C
Bastiaan Ort,Netherlands,798072966,16942373,Stub
Gerardus Petrus Booms,Netherlands,798073097,16942373,Stub
"William I, Count of Nassau-Dillenburg",Netherlands,798145701,16942373,Start
Paul Ulenbelt,Netherlands,798241930,16942373,Stub
AndrÃ© Elissen,Netherlands,798262130,16942373,Stub
Els de Groen,Netherlands,798478092,16942373,Start
Myrthe Hilkens,Netherlands,798478300,16942373,Start
Nebahat Albayrak,Netherlands,799138473,16942373,Start
Agnes Mulder,Netherlands,799378154,16942373,Stub
Agnes Wolbert,Netherlands,799378216,16942373,Stub
Viglius,Netherlands,799385827,16942373,Start
Sidney J. van den Bergh,Netherlands,799433853,16942373,Stub
Willem Anthony Engelbrecht,Netherlands,799489544,16942373,Start
Theo de Meester,Netherlands,799540580,16942373,Stub
Nicolaas Pierson,Netherlands,799540598,16942373,C
Theo van Lynden van Sandenburg,Netherlands,799540605,16942373,Start
Jan Heemskerk,Netherlands,799540610,16942373,Start
Julius van Zuylen van Nijevelt,Netherlands,799540613,16942373,Start
IsaÃ_c Dignus Fransen van de Putte,Netherlands,799540616,16942373,Start
Justinus van der Brugghen,Netherlands,799540621,16942373,Stub
Hugo Grotius,Netherlands,799590750,16942373,B
Jacob Adriaan de Wilde,Netherlands,799874023,16942373,Start
Jan van den Tempel,Netherlands,799883197,16942373,Stub
SelÃ§uk Ã–ztÃ_rk,Netherlands,800109214,16942373,Stub
Onno Hoes,Netherlands,800280535,16942373,Start
Fedde Schurer,Netherlands,800418629,16942373,C
Roy van Aalst,Netherlands,800601284,16942373,Stub
Jet Bussemaker,Netherlands,800604468,16942373,Start
Corien Wortmann-Kool,Netherlands,800719203,16942373,C
Willem Aarnoud van Citters,Netherlands,800775951,16942373,Stub
Wilhem van Citters,Netherlands,800838594,16942373,Start
Carel de Vos van Steenwijk,Netherlands,800864614,16942373,Start
Ivo Daalder,Netherlands,801007478,16942373,C
Clemens Cornielje,Netherlands,801063905,16942373,Stub
Annemarie Jorritsma,Netherlands,801082017,16942373,Start
Gerrit Ybema,Netherlands,801097015,16942373,Start
Jannette Beuving,Netherlands,801115405,16942373,Stub
Ehsan Jami,Netherlands,801211356,16942373,C
Yvonne Timmerman-Buck,Netherlands,801215389,16942373,Stub
Sjoerd Potters,Netherlands,801288002,16942373,Stub
Josef van Schaik,Netherlands,801301983,16942373,Start
Til Gardeniers-Berendsen,Netherlands,801305032,16942373,Stub
Anton August van Vloten,Netherlands,801376008,16942373,Start
Elisabeth Tuijnman,Netherlands,801394337,16942373,Stub
Esther Ouwehand,Netherlands,801416231,16942373,Start
Tara Singh Varma,Netherlands,801844250,16942373,Start
Attje Kuiken,Netherlands,801891224,16942373,Start
Erica Terpstra,Netherlands,801902318,16942373,C
Eveline Herfkens,Netherlands,802340221,16942373,C
Thomas Bastiaan Pleyte,Netherlands,802515740,16942373,Stub
Danai van Weerdenburg,Netherlands,802554393,16942373,Stub
Winnie Sorgdrager,Netherlands,802655452,16942373,Stub
Rita Verdonk,Netherlands,802729775,16942373,GA
Farah Karimi,Netherlands,802761011,16942373,C
EsmÃ© Wiegman,Netherlands,802818350,16942373,Start
James Sharpe (Dutch politician),Netherlands,802833118,16942373,Stub
Paulus Jansen,Netherlands,802841584,16942373,Stub
Linda Voortman,Netherlands,802844034,16942373,Start
Jacques Monasch,Netherlands,802844094,16942373,Start
Kees Verhoeven,Netherlands,802844100,16942373,Stub
Betty de Boer,Netherlands,802844116,16942373,Stub
Johan van Angelbeek,Netherlands,802896342,16942373,Start
Femke Halsema,Netherlands,802974599,16942373,C
Boris van der Ham,Netherlands,803091169,16942373,C
Wilhelmus,Netherlands,803492965,16942373,FA
Hein Vos,Netherlands,803650457,16942373,Start
Mona Keijzer,Netherlands,803766160,16942373,Start
Khee Liang Phoa,Netherlands,803794146,16942373,Stub
Tiny Kox,Netherlands,803809615,16942373,Start
Leiden University,Netherlands,803826993,16942373,C
Sybilla Dekker,Netherlands,803864382,16942373,Stub
Joep Baartmans-van den Boogaart,Netherlands,803883259,16942373,Stub
Jeanine Hennis-Plasschaert,Netherlands,804290990,16942373,C
Pierre Lardinois,Netherlands,804439303,16942373,Stub
Pieter Cort van der Linden,Netherlands,804910346,16942373,Start
Job Cohen,Netherlands,805028137,16942373,GA
Ed van Thijn,Netherlands,805028266,16942373,Start
Wim Polak,Netherlands,805028308,16942373,Stub
Ivo Samkalden,Netherlands,805028357,16942373,Stub
Roelof Bisschop,Netherlands,805085827,16942373,Stub
Ybeltje Berckmoes-Duindam,Netherlands,805090646,16942373,Stub
Ineke DezentjÃ© Hamming-Bluemink,Netherlands,805090984,16942373,Stub
Dennis de Jong,Netherlands,805136705,16942373,Stub
Farshad Bashir,Netherlands,805137153,16942373,Start
Renske Leijten,Netherlands,805137349,16942373,Stub
Gerda Verburg,Netherlands,805358063,16942373,Start
Gert-Jan Segers,Netherlands,805381579,16942373,Stub
Gerrit de Vries (politician),Netherlands,805404493,16942373,Stub
Alexander Gogel,Netherlands,805424029,16942373,C
Joannes Josephus van Mulken,Netherlands,805512032,16942373,Stub
Jean Jacques Rambonnet,Netherlands,805512042,16942373,Start
Hendrik Merkus de Kock,Netherlands,805512277,16942373,Start
"Leopold Karel, Count of Limburg Stirum",Netherlands,805512287,16942373,Start
Aert van der Goes,Netherlands,805519029,16942373,Start
Agnes Kant,Netherlands,805672712,16942373,Start
Jetta Klijnsma,Netherlands,805769474,16942373,Start
Britta BÃ¶hler,Netherlands,805818233,16942373,C
Eddy Schuyer,Netherlands,805827335,16942373,Stub
Ger Koopmans,Netherlands,805988216,16942373,Stub
Tofik Dibi,Netherlands,805988443,16942373,Stub
Khadija Arib,Netherlands,806100601,16942373,Stub
William the Silent,Netherlands,806241970,16942373,Stub
Wil Schuurman,Netherlands,806300618,16942373,Stub
Geert Wilders,Netherlands,806313892,16942373,Stub
Willem Jacobszoon Coster,Netherlands,806328504,16942373,Stub
John Loudon (politician),Netherlands,806463880,16942373,Start
Jacob van Zuylen van Nijevelt,Netherlands,806545199,16942373,Stub
Pim Fortuyn,Netherlands,806559495,16942373,Stub
ClÃ©mence Ross-van Dorp,Netherlands,806579707,16942373,Stub
List of LGBT holders of political offices in the Netherlands,Netherlands,806706547,16942373,Stub
Wilma Mansveld,Netherlands,806848630,16942373,Stub
Jan Rudolph Slotemaker de BruÃ¯ne,Netherlands,806876894,16942373,Start
Bep Schrieke,Netherlands,806877434,16942373,Stub
Haya van Someren,Netherlands,807000951,16942373,Stub
"Toine Manders (politician, 1969)",Netherlands,807008059,16942373,Stub
Els Borst,Netherlands,807045401,16942373,Start
Ingrid van Engelshoven,Netherlands,807171604,16942373,Stub
Lodewijk Asscher,Netherlands,807171874,16942373,Start
Lilianne Ploumen,Netherlands,807174445,16942373,Start
Martin Bosma,Netherlands,807198312,16942373,FA
Edith Schippers,Netherlands,807205190,16942373,Start
William Marlin,Netherlands,807277038,16942373,GA
Rudi Vis,Netherlands,807334616,16942373,Start
Cora van Nieuwenhuizen,Netherlands,807357331,16942373,Start
Melanie Schultz van Haegen,Netherlands,807357473,16942373,Stub
Thierry Baudet,Netherlands,807361923,16942373,C
Carola Schouten,Netherlands,807387885,16942373,Stub
Mark Harbers,Netherlands,807395021,16942373,Start
Kajsa Ollongren,Netherlands,807395230,16942373,Stub
Johan de Witt,Netherlands,807397131,16942373,Stub
Ank Bijleveld,Netherlands,807468322,16942373,Stub
Template:Libya-politician-stub,Libya,561074815,6317000,Start
Bashir Saadawi,Libya,691346630,6317000,Stub
Ragab Muftah Abudabus,Libya,706348474,6317000,C
Muhammad Ahmad al-Mangoush,Libya,709720053,6317000,Stub
Abdul Majid al-Qaâ€_ud,Libya,709720196,6317000,Start
Abdul Qadir al-Badri,Libya,709766577,6317000,Start
Muhammad Sakizli,Libya,709875829,6317000,Start
Salih Rajab al-Mismari,Libya,712510932,6317000,C
Miftah Muhammed K'eba,Libya,713800595,6317000,Stub
Mohamed Abulasâ€™ad El-Alem,Libya,719653188,6317000,Start
Mohamed Al-Muntasir,Libya,720477132,6317000,Start
Omar Shegewi,Libya,723570860,6317000,Start
Ali Sahli,Libya,726965047,6317000,C
Abdulla Edriss Ebrahim,Libya,735370690,6317000,Start
Amal Nuri Safar,Libya,738118171,6317000,Stub
Abdul Razzaq as-Sawsa,Libya,738482818,6317000,Start
Bashir al-Rabiti,Libya,744272507,6317000,C
Mifta al-Usta Umar,Libya,747056652,6317000,Start
Mohammed Ali Salim,Libya,747192414,6317000,Stub
Abu Oweis,Libya,749354367,6317000,Stub
Hisham Ben Ghalbon,Libya,754815454,6317000,C
Huda Ben Amer,Libya,755305575,6317000,Start
Khaled Kaim,Libya,755320166,6317000,Stub
Salwa El-Deghali,Libya,757616983,6317000,Start
Taha El Sherif Ben Amer,Libya,761069990,6317000,Stub
Fawzi Abdel A'al,Libya,761170393,6317000,Stub
Al-Aref al-Khoga,Libya,761170861,6317000,Stub
Mansour Dhao,Libya,767690287,6317000,Stub
Mahmud al-Muntasir,Libya,768045201,6317000,Start
Hussein Maziq,Libya,768045226,6317000,C
Ibrahim Jadhran,Libya,770108339,6317000,Start
Hussein Sadiq al Musrati,Libya,772424694,6317000,Stub
Mohammed Magariaf,Libya,775296202,6317000,C
Isa Tuwaijir,Libya,778066680,6317000,Stub
Nagia Essayed,Libya,779744403,6317000,Stub
Imbarek Shamekh,Libya,781303411,6317000,Start
Ashour Suleiman Shuwail,Libya,781776934,6317000,Start
Sadiq Abdulkarim Abdulrahman,Libya,781898903,6317000,Start
Abdul Salam al-Buseiri,Libya,781990525,6317000,Stub
Umar Mustafa al-Muntasir,Libya,784805072,6317000,Stub
Yousef Mangoush,Libya,784971583,6317000,Stub
Hamdi Faraj Fanoush,Libya,785352141,6317000,Stub
Ahmad Bishti,Libya,785582155,6317000,Stub
Abu Bakr Baira,Libya,785889190,6317000,Start
Abdel Wahab Qaid,Libya,787386598,6317000,Start
Abdul Rahman Habil,Libya,787400698,6317000,Stub
Abdul Rahman Kamudi,Libya,787400763,6317000,Stub
El Waer Hakim,Libya,787658532,6317000,Start
Abdussalam Sergiwa,Libya,787914218,6317000,Stub
Abdulbari Al Arusi,Libya,788267111,6317000,Start
Ali Ashour,Libya,788275167,6317000,Stub
Hamza Abu Faris,Libya,788399266,6317000,Start
Abdullah Naker,Libya,788419128,6317000,Stub
Ali Abd-al-Aziz al-Isawi,Libya,788467016,6317000,Start
Mohamed Abu al-Qasim al-Zwai,Libya,788474662,6317000,Stub
Mustafa Rugibani,Libya,788478147,6317000,Stub
Omar al-Hassi,Libya,788491832,6317000,Start
Fariha al-Berkawi,Libya,788591692,6317000,Start
Usama Siala,Libya,788701001,6317000,Start
Ahmed Rafiq Almhadoui,Libya,789271261,6317000,Stub
Anwar Fituri,Libya,789508170,6317000,Stub
Mohamed Ben Ghalbon,Libya,794211790,6317000,C
Abdullah Senussi,Libya,794233552,6317000,C
Mustafa Abdul Jalil,Libya,794505172,6317000,C
Yousaf Borahil Al-Msmare,Libya,795842463,6317000,Stub
Ehtuish Ehtuish,Libya,795937810,6317000,Start
Ahmed Al-Abbar,Libya,796185715,6317000,Stub
Ashour Bourashed,Libya,796614256,6317000,Stub
Mohammed el-Hadhiri,Libya,796696444,6317000,Stub
Mustafa Tajouri,Libya,796703955,6317000,B
Abdurrahim El-Keib,Libya,796886195,6317000,Start
Muhammad az-Zanati,Libya,796890077,6317000,Stub
Awad al-Baraasi,Libya,797020109,6317000,Start
Abdullah Al-Mayhoub,Libya,797668780,6317000,Start
Mansour Mohamed El-Kikhia,Libya,798048206,6317000,Stub
Ihab Al-Mismari,Libya,798288804,6317000,Stub
Mohamed Taha Siala,Libya,798910928,6317000,Stub
Wahbi al-Bouri,Libya,798997387,6317000,C
Abuzed Omar Dorda,Libya,798997736,6317000,Stub
Omar El-Hariri,Libya,799342493,6317000,Stub
Wanis al-Qaddafi,Libya,799386887,6317000,Stub
Hasan Zaglam,Libya,799496543,6317000,Stub
Abdullah al-Thani,Libya,799690270,6317000,Stub
Nouri Abusahmain,Libya,799690657,6317000,Start
Abdul Majid Kubar,Libya,799802326,6317000,Start
Aguila Saleh Issa,Libya,799804694,6317000,Stub
Musa Al-Koni,Libya,800291959,6317000,Start
Abdul Hafiz Ghoga,Libya,801364319,6317000,Stub
Ahmed al-Senussi,Libya,801367306,6317000,Stub
Abdul Ati al-Obeidi,Libya,802350946,6317000,C
Muhammad az-Zaruq Rajab,Libya,802355738,6317000,Start
Abd-Rabbo al-Barassi,Libya,802722672,6317000,Stub
Izzat Yousef Al-Maqrif,Libya,802723671,6317000,Stub
Fathi Baja,Libya,802832934,6317000,Stub
Fatima Hamroush,Libya,802835977,6317000,Start
Sulayman al-Baruni,Libya,803170419,6317000,Start
Uthman Megrahi,Libya,803371432,6317000,Start
Aref Ali Nayed,Libya,803870165,6317000,Stub
Mohammed El Senussi,Libya,804066562,6317000,Stub
Abdulrahman Sewehli,Libya,804967905,6317000,Start
List of heads of state of Libya,Libya,805431705,6317000,Start
Giuma Ahmed Atigha,Libya,805855991,6317000,Start
Ahmed Maiteeq,Libya,805938059,6317000,C
Muhammad Osman Said,Libya,805967469,6317000,Stub
Idris of Libya,Libya,806317468,6317000,C
Khalifa al-Ghawil,Libya,806474260,6317000,GA
Muhammad Gaddafi,Libya,806757059,6317000,Stub
Omar Mukhtar,Libya,806757064,6317000,Start
Saif al-Islam Gaddafi,Libya,806757068,6317000,Stub
Muammar Gaddafi,Libya,806757078,6317000,C
Mahmud Sulayman al-Maghribi,Libya,807157696,6317000,Stub
List of Malta Labour Party leaders,Malta,561744402,431486,C
"List of members of the parliament of Malta, 2008â€“13",Malta,573710096,431486,Start
Karl Chircop,Malta,715326916,431486,Start
Fortunato Mizzi,Malta,716099141,431486,C
Michael Dundon,Malta,716715928,431486,GA
Gino Cauchi,Malta,717114091,431486,FA
Daniel Piscopo,Malta,717614823,431486,Stub
Guglielmo Rapinett,Malta,719981739,431486,Stub
Emmanuele Vitale,Malta,723489814,431486,Start
Justin John Camilleri,Malta,724307663,431486,Stub
William Savona,Malta,726543420,431486,Stub
Ä_ensu Galea,Malta,727086770,431486,Start
Michael Gonzi,Malta,727594628,431486,Start
Michael Refalo,Malta,734260518,431486,Start
Frank Portelli,Malta,739024593,431486,Stub
Quinton Scerri,Malta,740654203,431486,Start
Robert Cutajar,Malta,756724468,431486,Stub
Frederick Azzopardi,Malta,758493118,431486,Stub
Wenzu Mintoff,Malta,760138609,431486,Start
Michael Falzon (politician),Malta,760906887,431486,Start
Joe Grima (politician),Malta,765608580,431486,Stub
Tonio Borg,Malta,765924736,431486,C
Joe Borg,Malta,765924879,431486,Start
Ä uÅ_Ã¨ Ellul Mercer,Malta,766678099,431486,C
Ugo Mifsud Bonnici,Malta,768206776,431486,Start
Giovanni Felice,Malta,772920660,431486,Start
Anastasio Cuschieri,Malta,773395265,431486,C
Manwel Dimech,Malta,776471956,431486,B
Emmy Bezzina,Malta,777822062,431486,Stub
Dolores Cristina,Malta,778512401,431486,Start
Augusto Bartolo,Malta,778835116,431486,Start
Josie Muscat,Malta,778999627,431486,Start
Roberta Metsola,Malta,779422509,431486,C
Franco Debono,Malta,779777294,431486,C
Mario de Marco,Malta,779929317,431486,Start
George Abela,Malta,780280022,431486,C
"List of members of the parliament of Malta, 2013â€“17",Malta,781599728,431486,B
Philip Mifsud,Malta,782891088,431486,Stub
Myriam Spiteri Debono,Malta,783946610,431486,Stub
Silvio Schembri,Malta,784104870,431486,Start
Luigi Preziosi,Malta,784776831,431486,Start
Alfred Sant,Malta,784923421,431486,C
Jason Azzopardi,Malta,785105862,431486,Start
Karmenu Vella,Malta,785247482,431486,Start
Angelo Farrugia,Malta,786261651,431486,Start
Francesco Masini,Malta,786287930,431486,Start
Giovanna Debono,Malta,787150757,431486,Start
Tonio Fenech,Malta,787151148,431486,Start
Austin Gatt,Malta,787151385,431486,Start
Robert Arrigo,Malta,787447241,431486,Start
Ninu Zammit,Malta,787623984,431486,Start
Harry Vassallo,Malta,788084286,431486,Start
Arnold Cassola,Malta,789764819,431486,Start
List of mayors of places in Malta,Malta,789774936,431486,Start
Marlene Mizzi,Malta,790608060,431486,Start
George Pullicino,Malta,790996868,431486,Start
Paul Borg Olivier,Malta,792161039,431486,Start
Pierre Jean Louis Ovide Doublet,Malta,792499011,431486,Stub
Carmelo Mifsud Bonnici,Malta,793193581,431486,Stub
Joseph Cuschieri,Malta,794264967,431486,Stub
Sharon Ellul-Bonici,Malta,794740976,431486,Stub
Clyde Puli,Malta,794751639,431486,B
Carmelo Abela,Malta,794791945,431486,Start
Miriam Dalli,Malta,796146601,431486,Start
Joe Debono Grech,Malta,796439084,431486,Stub
List of heads of state of Malta,Malta,796811184,431486,Start
Herbert Ganado,Malta,798872250,431486,Start
Norman Lowell,Malta,799301361,431486,C
Jeffrey Pullicino Orlando,Malta,799714837,431486,Start
Owen Bonnici,Malta,799715012,431486,Start
President of Malta,Malta,799891982,431486,Start
First Ladies and Gentlemen of Malta,Malta,800349000,431486,C
Anthony Borg Barthet,Malta,800408269,431486,Start
Women in Maltese general elections,Malta,800553323,431486,Start
Eddie Fenech Adami,Malta,800660568,431486,C
Evarist Bartolo,Malta,800732220,431486,Stub
Mabel Strickland,Malta,800781538,431486,Start
"Gerald Strickland, 1st Baron Strickland",Malta,801458847,431486,Start
Dom Mintoff,Malta,801472553,431486,C
Joe Cassar,Malta,801538694,431486,Start
Michael Briguglio,Malta,801566979,431486,Start
Francis Zammit Dimech,Malta,801700047,431486,C
George Vella,Malta,801715645,431486,C
John Dalli,Malta,802663263,431486,Start
Albert Hyzler,Malta,803410540,431486,Start
Agatha Barbara,Malta,803410866,431486,Stub
Paul Xuereb,Malta,803411172,431486,C
George Borg Olivier,Malta,803737342,431486,C
Karmenu Mifsud Bonnici,Malta,804486279,431486,Stub
Ä_ensu Tabone,Malta,804515532,431486,C
Joseph Cefai,Malta,804699352,431486,Start
Anthony Mamo,Malta,804707771,431486,C
Marlene Farrugia,Malta,805684686,431486,Start
Joseph Muscat,Malta,805879451,431486,C
Marie-Louise Coleiro Preca,Malta,805960810,431486,Start
Adrian Delia,Malta,806013513,431486,Start
Peter Paul Busuttil,Malta,806427741,431486,C
Simon Busuttil,Malta,806491860,431486,B
Charles Mangion,Malta,806887350,431486,Start
Guido de Marco,Malta,806964950,431486,Start
Anton Buttigieg,Malta,807058740,431486,Stub
Chris Fearne,Malta,807066543,431486,Start
Paul Boffa,Malta,807206410,431486,Start
Template:Paraguay-politician-stub,Paraguay,563745261,7020000,C
Template:Paraguay-diplomat-stub,Paraguay,563745346,7020000,Start
Template:Paraguay-activist-stub,Paraguay,563745360,7020000,Start
Manuel Antonio Ortiz,Paraguay,705363525,7020000,Start
Carlos Loizaga,Paraguay,705363610,7020000,Stub
JosÃ© DÃ_az de Bedoya,Paraguay,705363657,7020000,Stub
Patricio Escobar,Paraguay,705363872,7020000,Start
Juan Gualberto GonzÃ¡lez,Paraguay,705363891,7020000,Start
Luis Castiglioni,Paraguay,706966597,7020000,Start
Adolfo Saguier,Paraguay,708588641,7020000,Stub
Benigno Ferreira,Paraguay,711851127,7020000,C
Juan Bautista Gill,Paraguay,713607008,7020000,C
Francisco Oviedo,Paraguay,714506768,7020000,Stub
Cayo Miltos,Paraguay,714629346,7020000,Stub
ÃÅngel Roberto Seifart,Paraguay,714630010,7020000,Stub
AgustÃ_n GoiburÃº,Paraguay,716568936,7020000,Start
Federico AcuÃ±a (politician),Paraguay,720363725,7020000,Stub
Camilo Soares Machado,Paraguay,720364148,7020000,Stub
Cecilio PÃ©rez BordÃ_n,Paraguay,720364401,7020000,Stub
Lino CÃ©sar Oviedo SÃ¡nchez,Paraguay,721903517,7020000,Stub
Julio CÃ©sar Schupp,Paraguay,722584173,7020000,Stub
EfraÃ_n Alegre,Paraguay,723025722,7020000,Stub
AnÃ_bal Carrillo,Paraguay,723032831,7020000,Stub
RubÃ©n RamÃ_rez Lezcano,Paraguay,723489895,7020000,Start
Carlos Mateo Balmelli,Paraguay,723973488,7020000,Stub
Facundo YnsfrÃ¡n,Paraguay,725240610,7020000,Stub
Liberato Marcial Rojas,Paraguay,730992337,7020000,Stub
Juan JosÃ© Medina,Paraguay,733120690,7020000,Stub
RaÃºl Cubas Grau,Paraguay,736617310,7020000,Start
Manuel Gondra,Paraguay,736639321,7020000,Stub
Pedro PeÃ±a,Paraguay,736640172,7020000,Stub
Juan Antonio Escurra,Paraguay,736641258,7020000,Start
AndrÃ©s HÃ©ctor Carvallo,Paraguay,736641591,7020000,Stub
Marcos MorÃ_nigo,Paraguay,736642490,7020000,Stub
Higinio Uriarte,Paraguay,736649350,7020000,Stub
Facundo MachaÃ_n,Paraguay,736650179,7020000,Start
Salvador Jovellanos,Paraguay,738348346,7020000,Start
Raimundo RolÃ_n,Paraguay,738348621,7020000,Stub
Pedro Juan Caballero (politician),Paraguay,738956283,7020000,C
Augusto Dos Santos,Paraguay,740570717,7020000,Stub
ElÃ_as DÃ_az PeÃ±a,Paraguay,743856883,7020000,Stub
Carlos Morphi,Paraguay,744281747,7020000,Stub
Pablo Contessi,Paraguay,744488946,7020000,Start
Pedro Bobadilla,Paraguay,744586803,7020000,Stub
Rafael Filizzola,Paraguay,747090537,7020000,Stub
Diego de Escobar y Osorio,Paraguay,748238324,7020000,Start
Diego de los Reyes Balmaseda,Paraguay,748238335,7020000,Start
Gregorio de Hinestrosa,Paraguay,748242711,7020000,Start
Miguel LÃ_pez Perito,Paraguay,749489092,7020000,Stub
Francisco Rivas Almada,Paraguay,749704020,7020000,Stub
Humberto Blasco,Paraguay,749972009,7020000,Stub
Dionisio Cornelio Borda,Paraguay,750059021,7020000,Stub
CÃ¡ndido Bareiro,Paraguay,751176612,7020000,C
Fernando de la Mora (politician),Paraguay,751577920,7020000,Start
Ignacio de Soroeta,Paraguay,752933938,7020000,Start
AgustÃ_n de Ruyloba,Paraguay,753474135,7020000,Start
Domingo Francisco SÃ¡nchez,Paraguay,753655339,7020000,Stub
Margarita Mbywangi,Paraguay,757446592,7020000,Stub
Governorate of Paraguay,Paraguay,758602925,7020000,Start
Bernardino de CÃ¡rdenas,Paraguay,758603504,7020000,C
Bruno Mauricio de Zabala,Paraguay,758603851,7020000,Stub
Fidel MaÃ_z,Paraguay,758886793,7020000,Start
Manuel Burgos,Paraguay,760769582,7020000,Stub
Luis Bareiro Spaini,Paraguay,760897165,7020000,Stub
Cabinet of Paraguay,Paraguay,763167825,7020000,Start
Enzo Cardozo JimÃ©nez,Paraguay,763321152,7020000,Stub
Albino Jara,Paraguay,765121245,7020000,Stub
Emiliano GonzÃ¡lez Navero,Paraguay,765121252,7020000,Start
Cirilo Antonio Rivarola,Paraguay,765121254,7020000,Stub
Ã“scar Denis,Paraguay,765239256,7020000,Stub
Oscar Rivas (environmentalist),Paraguay,766667185,7020000,Stub
Juan Bautista Egusquiza,Paraguay,767276209,7020000,Stub
Leila Rachid de Cowles,Paraguay,768690397,7020000,Stub
Mariano Roque Alonso,Paraguay,769594348,7020000,Stub
Juan Bautista Gaona,Paraguay,770078663,7020000,Stub
Joel Holden FilÃ¡rtiga,Paraguay,773313495,7020000,Stub
Fulgencio Yegros,Paraguay,773678167,7020000,Start
Nicanor Duarte,Paraguay,774721000,7020000,C
Marcial Samaniego,Paraguay,776889697,7020000,C
Jorge Gattini,Paraguay,777446769,7020000,Stub
Jorge Lara Castro,Paraguay,777448173,7020000,Stub
RamÃ_n JimÃ©nez Gaona,Paraguay,777533638,7020000,Start
Juan Carlos Da Costa,Paraguay,777666546,7020000,Start
Baltazar GarcÃ_a Ros,Paraguay,778964636,7020000,Start
Hernando Arias de Saavedra,Paraguay,779032330,7020000,B
Luis Alberto Riart (Minister),Paraguay,782528329,7020000,Stub
Eduardo Schaerer,Paraguay,783055171,7020000,Start
Manuel Franco,Paraguay,783055224,7020000,Start
FÃ©lix Paiva,Paraguay,783055841,7020000,Stub
